"Município","Unidade Gestora","Mês","Descrição","Valor Ajustado","Valor Estornado","Tipo","Categoria","Fonte","Subfonte","Alínea","Subalínea","Fonte de Recurso","CO"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","8747.06","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","07 - Julho","13210101 - Remuneração de Depósitos Bancários - Principal","176.58","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","7870.17","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","8252.71","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","08 - Agosto","13210101 - Remuneração de Depósitos Bancários - Principal","138.69","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","13251.68","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","1006.33","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","09 - Setembro","13210101 - Remuneração de Depósitos Bancários - Principal","238.89","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","7000.85","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","5079.6","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","10 - Outubro","13210101 - Remuneração de Depósitos Bancários - Principal","117.34","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","5516.96","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","4104.49","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","11 - Novembro","13210101 - Remuneração de Depósitos Bancários - Principal","47.02","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","2508.07","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","601 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","3666.65","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","12 - Dezembro","13210101 - Remuneração de Depósitos Bancários - Principal","175.16","0","Lançamento de receita","10000000 - Receitas Correntes","13000000 - Receita Patrimonial","13200000 - Valores Mobiliários","13210000 - Juros e Correções Monetárias","13210000 - SEM SUBALINEA","500 | Recursos não vinculados de Impostos","1002 | Identificação das despesas com ações e serviços públicos de saúde"
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","01 - Janeiro","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","180408.13","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","02 - Fevereiro","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","136986.39","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","03 - Março","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","291325.6","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","04 - Abril","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","127149.36","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","05 - Maio","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","127197.75","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","06 - Junho","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","125614.64","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
"Cuitegi","Fundo Municipal de Saúde de Cuitegi","07 - Julho","17135011 - Transferências de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde – Atenção Primária - Principal","167274.8","0","Lançamento de receita","10000000 - Receitas Correntes","17000000 - Transferências Correntes","17100000 - Transferências da União e de suas Entidades","17130000 - Transferências de Recursos do Sistema Único de Saúde – SUS ","17135000 - Transferências de Recursos do Sistema Único de Saúde – SUS – Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","600 | Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde","0000 | "
